slice_file_name,fsID,start,end,salience,fold,classID,class,path
132021-7-0-0.wav,132021,4.0349,8.0349,2,6,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/132021-7-0-0.wav
26256-3-7-36.wav,26256,194.168648,198.168648,2,4,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/26256-3-7-36.wav
180937-7-1-1.wav,180937,193.915715,197.915715,1,1,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/180937-7-1-1.wav
180937-4-0-11.wav,180937,5.5,9.5,2,9,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/180937-4-0-11.wav
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/101729-0-0-39.wav
154758-5-0-21.wav,154758,10.5,14.5,1,4,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/154758-5-0-21.wav
13579-2-0-48.wav,13579,25.619075,29.619075,1,9,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/13579-2-0-48.wav
66622-4-0-7.wav,66622,3.5,7.5,1,3,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/66622-4-0-7.wav
162432-6-5-0.wav,162432,16.345149,17.420911,1,5,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/162432-6-5-0.wav
183894-1-6-0.wav,183894,102.156872,103.321053,2,7,1,car_horn,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/183894-1-6-0.wav
155044-9-0-3.wav,155044,1.5,5.5,1,9,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/155044-9-0-3.wav
58857-2-0-8.wav,58857,4.0,8.0,2,3,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/58857-2-0-8.wav
155243-9-0-32.wav,155243,16.0,20.0,2,5,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/155243-9-0-32.wav
113205-5-1-5.wav,113205,29.54,33.54,1,1,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/113205-5-1-5.wav
164667-6-0-0.wav,164667,0.056354,0.80246,1,5,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/164667-6-0-0.wav
162431-6-3-0.wav,162431,5.497504,6.333839,1,3,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/162431-6-3-0.wav
90013-7-0-4.wav,90013,34.852372,38.852372,1,5,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/90013-7-0-4.wav
30206-7-0-37.wav,30206,18.5,22.5,1,6,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/30206-7-0-37.wav
39533-4-0-0.wav,39533,0.0,0.877311,1,5,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/39533-4-0-0.wav
63932-3-1-0.wav,63932,36.729332,40.729332,1,4,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/63932-3-1-0.wav
60605-9-0-73.wav,60605,36.5,40.5,1,2,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/60605-9-0-73.wav
105029-7-3-2.wav,105029,112.036033,116.036033,1,9,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/105029-7-3-2.wav
39857-5-4-0.wav,39857,30.532049,33.963049,1,7,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/39857-5-4-0.wav
71088-4-1-0.wav,71088,5.366155,7.970164,1,6,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/71088-4-1-0.wav
178686-0-0-60.wav,178686,30.0,34.0,2,5,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/178686-0-0-60.wav
132016-9-0-6.wav,132016,49.661108,53.661108,2,1,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/132016-9-0-6.wav
66619-2-0-0.wav,66619,18.004678,22.004678,2,7,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/66619-2-0-0.wav
106015-5-0-12.wav,106015,9.484984,13.484984,1,2,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/106015-5-0-12.wav
57696-4-0-5.wav,57696,2.5,6.5,1,7,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/57696-4-0-5.wav
89099-4-0-1.wav,89099,0.921872,4.9218720000000005,1,7,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/89099-4-0-1.wav
128607-4-0-3.wav,128607,1.681139,5.681139,1,4,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/128607-4-0-3.wav
201988-5-0-17.wav,201988,10.171607,14.171607,1,7,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/201988-5-0-17.wav
173891-9-0-11.wav,173891,5.5,9.5,1,7,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/173891-9-0-11.wav
207211-2-0-58.wav,207211,29.0,33.0,1,9,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/207211-2-0-58.wav
172593-2-0-14.wav,172593,7.0,11.0,1,2,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/172593-2-0-14.wav
91209-5-1-2.wav,91209,16.012255,20.012255,1,8,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/91209-5-1-2.wav
165166-8-0-6.wav,165166,3.833454,7.833454,1,10,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/165166-8-0-6.wav
46655-6-0-0.wav,46655,0.365045,1.559262,1,2,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/46655-6-0-0.wav
75490-8-1-1.wav,75490,9.704014,13.704014,2,6,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/75490-8-1-1.wav
178826-2-0-20.wav,178826,10.0,14.0,1,10,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/178826-2-0-20.wav
167702-4-2-0.wav,167702,17.67237,20.678121,1,8,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/167702-4-2-0.wav
22883-7-28-0.wav,22883,159.914737,161.338838,1,4,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/22883-7-28-0.wav
84699-4-4-0.wav,84699,23.193341,24.498676,1,5,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/84699-4-4-0.wav
180937-7-3-26.wav,180937,317.584561,321.584561,2,1,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/180937-7-3-26.wav
187920-7-2-0.wav,187920,30.660677,32.096921,2,5,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/187920-7-2-0.wav
81068-5-0-1.wav,81068,2.2329220000000003,6.232922,1,4,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/81068-5-0-1.wav
75743-0-0-15.wav,75743,7.5,11.5,2,9,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/75743-0-0-15.wav
180127-4-0-2.wav,180127,1.677342,5.677342,1,10,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/180127-4-0-2.wav
177620-3-0-25.wav,177620,14.164997,18.164997,2,9,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/177620-3-0-25.wav
177729-0-0-22.wav,177729,11.0,15.0,2,7,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/177729-0-0-22.wav
165529-2-0-3.wav,165529,1.5,5.5,2,7,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/165529-2-0-3.wav
146714-0-0-49.wav,146714,24.5,28.5,2,3,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/146714-0-0-49.wav
74726-8-1-0.wav,74726,37.225166,41.225166,1,6,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/74726-8-1-0.wav
72259-1-7-15.wav,72259,150.781751,154.781751,2,5,1,car_horn,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/72259-1-7-15.wav
100852-0-0-14.wav,100852,7.0,11.0,1,5,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/100852-0-0-14.wav
113201-5-0-7.wav,113201,3.5,7.5,1,2,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/113201-5-0-7.wav
42324-4-2-3.wav,42324,7.311333,11.311333,1,8,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/42324-4-2-3.wav
63292-3-0-1.wav,63292,0.5,4.5,1,3,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/63292-3-0-1.wav
208030-3-4-0.wav,208030,7.771013,10.897455,1,6,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/208030-3-4-0.wav
155241-9-0-69.wav,155241,55.791549,59.791549,1,10,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/155241-9-0-69.wav
157866-8-0-20.wav,157866,10.0,14.0,1,9,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/157866-8-0-20.wav
157868-8-0-7.wav,157868,3.5,7.5,1,8,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/157868-8-0-7.wav
57320-0-0-27.wav,57320,13.5,17.5,2,1,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/57320-0-0-27.wav
14780-9-0-0.wav,14780,1.155116,5.155116,2,2,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/14780-9-0-0.wav
146690-0-0-8.wav,146690,4.0,8.0,1,2,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/146690-0-0-8.wav
106905-8-0-2.wav,106905,44.636489,48.636489,2,1,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/106905-8-0-2.wav
68389-3-2-0.wav,68389,7.818533,9.227161,1,4,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/68389-3-2-0.wav
171305-7-20-0.wav,171305,83.347939,84.217152,1,4,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/171305-7-20-0.wav
178260-7-1-9.wav,178260,9.837693,13.837693,1,5,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/178260-7-1-9.wav
30206-7-0-8.wav,30206,4.0,8.0,1,6,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/30206-7-0-8.wav
113203-5-0-5.wav,113203,45.994706,49.994706,1,8,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/113203-5-0-5.wav
181624-4-10-0.wav,181624,38.171107,40.455835,1,10,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/181624-4-10-0.wav
146845-0-0-30.wav,146845,15.0,19.0,1,7,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/146845-0-0-30.wav
49312-2-0-1.wav,49312,0.5,4.5,1,5,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/49312-2-0-1.wav
34621-4-20-0.wav,34621,21.215282,21.826488,1,2,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/34621-4-20-0.wav
165454-0-0-7.wav,165454,3.5,7.5,1,9,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/165454-0-0-7.wav
72221-3-4-7.wav,72221,144.054455,148.054455,2,8,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/72221-3-4-7.wav
188823-7-0-2.wav,188823,1.0,5.0,1,9,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/188823-7-0-2.wav
151005-4-1-1.wav,151005,11.945447,15.945447,1,4,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/151005-4-1-1.wav
162702-1-0-0.wav,162702,0.0,0.105962,1,6,1,car_horn,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/162702-1-0-0.wav
59037-2-3-0.wav,59037,69.702022,72.434189,2,9,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/59037-2-3-0.wav
197320-6-0-0.wav,197320,0.830595,2.88401,1,2,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/197320-6-0-0.wav
80806-2-0-10.wav,80806,5.0,9.0,2,5,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/80806-2-0-10.wav
76085-4-0-38.wav,76085,19.0,23.0,1,8,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/76085-4-0-38.wav
155263-2-0-23.wav,155263,11.5,15.5,2,3,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/155263-2-0-23.wav
17480-2-0-11.wav,17480,5.5,9.5,2,4,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/17480-2-0-11.wav
145390-9-0-13.wav,145390,6.5,10.5,1,9,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/145390-9-0-13.wav
139665-9-0-25.wav,139665,12.5,16.5,2,5,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/139665-9-0-25.wav
28808-1-0-11.wav,28808,5.5,9.5,1,10,1,car_horn,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/28808-1-0-11.wav
55018-0-0-92.wav,55018,50.041583,54.041583,1,4,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/55018-0-0-92.wav
62837-7-1-79.wav,62837,301.206708,305.206708,1,3,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/62837-7-1-79.wav
135544-6-11-0.wav,135544,35.526531,36.025343,1,6,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/135544-6-11-0.wav
62461-0-0-3.wav,62461,11.539159,15.539159,1,4,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/62461-0-0-3.wav
171305-7-11-0.wav,171305,54.374148,55.339941,1,4,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/171305-7-11-0.wav
135544-6-9-0.wav,135544,33.143316,34.584329,1,6,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/135544-6-9-0.wav
159747-8-0-2.wav,159747,3.283772,7.283772,2,2,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/159747-8-0-2.wav
165039-7-7-0.wav,165039,88.407326,92.321192,1,3,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/165039-7-7-0.wav
71700-3-4-3.wav,71700,131.365574,135.365574,2,8,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/71700-3-4-3.wav
190894-2-0-8.wav,190894,4.0,8.0,1,9,2,children_playing,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/190894-2-0-8.wav
78360-4-0-11.wav,78360,5.5,9.5,1,1,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/78360-4-0-11.wav
54187-1-0-2.wav,54187,1.189361,5.189361,1,9,1,car_horn,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/54187-1-0-2.wav
157866-8-0-27.wav,157866,13.5,17.5,1,9,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/157866-8-0-27.wav
24347-8-0-94.wav,24347,51.120371,55.120371,2,4,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/24347-8-0-94.wav
177537-7-0-21.wav,177537,10.5,14.5,2,7,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/177537-7-0-21.wav
72539-3-0-5.wav,72539,9.30482,13.30482,1,2,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/72539-3-0-5.wav
25039-6-0-0.wav,25039,0.265152,1.970138,1,8,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold8/25039-6-0-0.wav
195451-5-0-4.wav,195451,4.249062,8.249062,1,3,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/195451-5-0-4.wav
138017-9-1-4.wav,138017,25.393576,29.393576,2,10,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/138017-9-1-4.wav
18592-5-0-2.wav,18592,7.504182,11.504182,1,9,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/18592-5-0-2.wav
50413-4-0-3.wav,50413,1.536027,5.536027,1,5,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/50413-4-0-3.wav
38236-3-2-3.wav,38236,14.934856,18.934856,1,7,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold7/38236-3-2-3.wav
86278-6-0-0.wav,86278,0.242924,1.384127,1,1,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/86278-6-0-0.wav
24347-8-0-56.wav,24347,32.120371,36.120371,2,4,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/24347-8-0-56.wav
178099-9-0-6.wav,178099,3.0,7.0,1,5,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/178099-9-0-6.wav
162134-7-12-2.wav,162134,215.247081,219.247081,1,10,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold10/162134-7-12-2.wav
201652-5-0-3.wav,201652,1.5,5.5,1,2,5,engine_idling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/201652-5-0-3.wav
84699-4-2-0.wav,84699,16.345062,18.634128,1,5,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold5/84699-4-2-0.wav
147926-0-0-21.wav,147926,10.5,14.5,1,2,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/147926-0-0-21.wav
63724-0-0-1.wav,63724,0.5,4.5,2,6,0,air_conditioner,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold6/63724-0-0-1.wav
47926-3-1-0.wav,47926,3.315978,3.752291,1,4,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/47926-3-1-0.wav
155227-9-0-2.wav,155227,1.0,5.0,1,3,9,street_music,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold3/155227-9-0-2.wav
58937-4-3-6.wav,58937,75.660613,79.660613,1,9,4,drilling,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold9/58937-4-3-6.wav
135528-6-9-0.wav,135528,49.021832,50.248772,2,4,6,gun_shot,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/135528-6-9-0.wav
24347-8-0-27.wav,24347,17.620371,21.620371,2,4,8,siren,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold4/24347-8-0-27.wav
203929-7-6-2.wav,203929,209.771841,213.771841,2,2,7,jackhammer,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold2/203929-7-6-2.wav
203356-3-0-0.wav,203356,37.465647,41.465647,2,1,3,dog_bark,/Users/anupamnautiyal/HomeLearning/python/MLwithAudio/data/audio/fold1/203356-3-0-0.wav
